-4.740869,0.092981,5.483358
-4.742396,0.09301,5.47389
-4.744172,0.093044,5.465103
-4.743989,0.09304,5.45393
-4.742289,0.093005,5.440894
-4.741844,0.092996,5.429476
-4.743593,0.093029,5.420221
-4.748941,0.093133,5.415534
-4.743483,0.093025,5.398474
-4.744362,0.093042,5.388588
-4.743868,0.093031,5.377165
-4.744825,0.093049,5.367191
-4.743733,0.093026,5.355364
-4.744094,0.093033,5.344984
-4.742429,0.092999,5.332275
-4.744768,0.093044,5.324237
-4.750202,0.09315,5.319388
-4.74359,0.093019,5.301437
-4.744554,0.093037,5.291846
-4.743217,0.09301,5.279714
-4.745065,0.093045,5.271149
-4.744152,0.093026,5.259537
-4.743801,0.093018,5.248791
-4.74331,0.093008,5.2377
-4.743032,0.093001,5.226868
-4.746154,0.093062,5.219872
-4.75017,0.09314,5.213439
-4.744704,0.093031,5.197124
-4.745712,0.09305,5.18786
-4.746047,0.093056,5.177811
-4.745245,0.093039,5.166474
-4.746973,0.093072,5.157913
-4.747656,0.093085,5.148444
-4.746073,0.093053,5.136402
-4.745634,0.093043,5.125624
-4.74983,0.093124,5.119867
-4.746869,0.093065,5.106275
-4.745379,0.093035,5.094576
-4.745305,0.093033,5.084353
-4.746687,0.093059,5.07557
-4.746851,0.093061,5.065573
-4.744659,0.093017,5.053088
-4.736808,0.097481,5.88474
-4.737012,0.097484,5.87271
-4.738374,0.097511,5.862374
-4.739187,0.097527,5.851152
-4.737385,0.097489,5.837194
-4.739342,0.097529,5.827668
-4.742366,0.09759,5.819469
-4.737099,0.097481,5.801245
-4.738034,0.097499,5.790315
-4.737211,0.097481,5.77772
-4.736913,0.097474,5.765569
-4.737085,0.097477,5.753907
-4.737837,0.097492,5.743088
-4.73732,0.09748,5.730646
-4.740545,0.097546,5.72309
-4.742996,0.097595,5.714389
-4.737503,0.097481,5.696265
-4.737674,0.097484,5.684991
-4.735744,0.097443,5.671005
-4.737414,0.097477,5.66158
-4.737531,0.097478,5.650323
-4.736032,0.097446,5.636838
-4.737047,0.097466,5.626594
-4.742072,0.097569,5.621015
-4.738146,0.097487,5.605072
-4.737565,0.097474,5.593013
-4.737353,0.097469,5.581528
-4.739615,0.097515,5.572869
-4.7382,0.097485,5.559694
-4.738103,0.097482,5.548531
-4.737874,0.097476,5.537023
-4.738517,0.097488,5.52656
-4.740874,0.097536,5.518222
-4.737352,0.097463,5.502748
-4.73739,0.097463,5.491873
-4.736847,0.09745,5.480135
-4.736455,0.097441,5.468709
-4.738117,0.097475,5.459568
-4.735552,0.097421,5.445479
-4.73668,0.097443,5.435877
-4.738243,0.097475,5.426793
-4.740799,0.097526,5.418651
-4.741937,0.097549,5.40901
-4.738597,0.097479,5.394187
-4.739423,0.097495,5.384346
-4.740287,0.097512,5.374464
-4.738416,0.097473,5.361508
-4.737658,0.097456,5.349843
-4.738574,0.097474,5.339884
-4.737451,0.09745,5.328067
-4.741419,0.097531,5.321786
-4.743732,0.097577,5.313761
-4.739471,0.097489,5.298296
-4.73871,0.097472,5.286575
-4.737956,0.097456,5.275298
-4.738888,0.097474,5.265717
-4.736954,0.097433,5.253182
-4.738084,0.097455,5.243864
-4.740398,0.097502,5.235772
-4.739151,0.097475,5.223971
-4.74369,0.097568,5.218461
-4.740209,0.097495,5.204049
-4.742419,0.09754,5.196012
-4.740281,0.097495,5.183134
-4.740515,0.097499,5.173177
-4.742454,0.097538,5.164897
-4.741137,0.09751,5.153093
-4.740729,0.0975,5.142304
-4.738314,0.09745,5.129167
-4.74242,0.097533,5.123505
-4.747964,0.097646,5.119299
-4.739812,0.097477,5.100254
-4.74212,0.097524,5.092499
-4.740312,0.097486,5.080149
-4.741094,0.097501,5.070991
-4.739386,0.097465,5.058998
-4.731236,0.102049,5.880929
-4.73292,0.102085,5.870782
-4.732463,0.102074,5.858394
-4.731219,0.102046,5.844873
-4.731031,0.102041,5.832689
-4.733367,0.102091,5.823737
-4.73756,0.102181,5.816793
-4.733163,0.102085,5.799622
-4.731553,0.102049,5.785909
-4.733438,0.102089,5.776402
-4.731663,0.10205,5.762362
-4.730999,0.102035,5.749615
-4.732087,0.102058,5.739405
-4.731291,0.10204,5.726748
-4.73593,0.102139,5.720688
-4.733868,0.102094,5.706837
-4.73092,0.102029,5.691489
-4.7328,0.102069,5.682354
-4.7341,0.102096,5.672356
-4.731433,0.102038,5.657635
-4.730545,0.102018,5.644985
-4.731663,0.102041,5.634664
-4.731922,0.102046,5.623714
-4.737108,0.102157,5.618448
-4.732349,0.102054,5.601414
-4.733089,0.102069,5.590924
-4.732796,0.102062,5.579058
-4.732259,0.102049,5.567389
-4.732948,0.102063,5.556915
-4.732954,0.102062,5.545663
-4.731385,0.102028,5.532597
-4.733002,0.102062,5.523101
-4.738217,0.102173,5.518175
-4.730792,0.102012,5.498379
-4.732048,0.102039,5.488713
-4.732126,0.10204,5.477794
-4.733844,0.102076,5.468614
-4.73093,0.102012,5.454381
-4.731898,0.102032,5.444474
-4.733749,0.102071,5.435602
-4.733157,0.102058,5.423858
-4.737771,0.102156,5.418007
-4.733632,0.102066,5.402525
-4.73407,0.102075,5.392123
-4.734266,0.102078,5.381469
-4.733314,0.102057,5.369536
-4.734879,0.10209,5.360394
-4.731353,0.102013,5.345692
-4.733296,0.102054,5.33711
-4.733137,0.102049,5.326265
-4.734825,0.102085,5.317432
-4.734991,0.102088,5.306737
-4.732003,0.102022,5.292884
-4.734288,0.102071,5.284866
-4.733446,0.102052,5.273207
-4.733374,0.102049,5.262688
-4.732767,0.102035,5.251258
-4.73312,0.102042,5.241258
-4.731935,0.102016,5.229409
-4.733949,0.102058,5.221118
-4.739906,0.102186,5.217095
-4.733,0.102036,5.198855
-4.733966,0.102056,5.189638
-4.737543,0.102132,5.183126
-4.735101,0.102079,5.170049
-4.736067,0.102099,5.160804
-4.736218,0.102101,5.150439
-4.734563,0.102064,5.138471
-4.734829,0.102069,5.128445
-4.73601,0.102094,5.11943
-4.738573,0.102148,5.111923
-4.735153,0.102074,5.09782
-4.734342,0.102055,5.086888
-4.735698,0.102084,5.078139
-4.736105,0.102091,5.068392
